118 4
0.6937 -0.6937 -0.137 0.137
-0.2022 0.2022 -0.6776 0.6776
-0.4882 0.4882 -0.5115 0.5115
0.0168 -0.0168 -0.7069 0.7069
0.0318 -0.0318 -0.7064 0.7064
-0.3692 0.3692 0.6031 -0.6031
0.5669 -0.5669 -0.4226 0.4226
0.634 -0.634 0.3131 -0.3131
0.7071 -0.7071 0.0003 -0.0003
0.1694 -0.1694 -0.6865 0.6865
0.0033 -0.0033 -0.7071 0.7071
0.1747 -0.1747 -0.6852 0.6852
0.664 -0.664 -0.2431 0.2431
0.2336 -0.2336 -0.6674 0.6674
0.5806 -0.5806 -0.4036 0.4036
0.3742 -0.3742 -0.6 0.6
0.2445 -0.2445 -0.6635 0.6635
0.2485 -0.2485 -0.662 0.662
0.6413 -0.6413 -0.2979 0.2979
0.2904 -0.2904 -0.6447 0.6447
0.7024 -0.7024 -0.0814 0.0814
0.6661 -0.6661 -0.2373 0.2373
0.5591 -0.5591 0.4329 -0.4329
-0.4738 0.4738 -0.5249 0.5249
0.017 -0.017 -0.7069 0.7069
0.6058 -0.6058 0.3647 -0.3647
0.6577 -0.6577 0.2597 -0.2597
0.6341 -0.6341 0.3129 -0.3129
0.5221 -0.5221 0.4769 -0.4769
0.3199 -0.3199 -0.6306 0.6306
0.6338 -0.6338 -0.3135 0.3135
-0.0176 0.0176 -0.7069 0.7069
0.37 -0.37 -0.6026 0.6026
0.5497 -0.5497 0.4448 -0.4448
0.4338 -0.4338 -0.5584 0.5584
0.7063 -0.7063 -0.0339 0.0339
-0.3597 0.3597 -0.6088 0.6088
0.41 -0.41 -0.5761 0.5761
0.5927 -0.5927 -0.3856 0.3856
0.7047 -0.7047 0.0582 -0.0582
0.7046 -0.7046 0.0594 -0.0594
-0.2212 0.2212 -0.6716 0.6716
0.5957 -0.5957 -0.381 0.381
0.7061 -0.7061 -0.0375 0.0375
0.0532 -0.0532 -0.7051 0.7051
-0.1421 0.1421 -0.6927 0.6927
-0.4302 0.4302 -0.5612 0.5612
0.2474 -0.2474 -0.6624 0.6624
0.6867 -0.6867 0.1686 -0.1686
-0.4379 0.4379 -0.5552 0.5552
0.6954 -0.6954 -0.1282 0.1282
-0.4552 0.4552 -0.5411 0.5411
0.7062 -0.7062 0.0356 -0.0356
-0.3326 0.3326 -0.624 0.624
-0.2466 0.2466 -0.6627 0.6627
-0.4265 0.4265 -0.564 0.564
0.6954 -0.6954 0.1281 -0.1281
0.6293 -0.6293 0.3225 -0.3225
0.169 -0.169 -0.6866 0.6866
0.5695 -0.5695 -0.4191 0.4191
0.2142 -0.2142 -0.6739 0.6739
0.2218 -0.2218 -0.6714 0.6714
-0.4299 0.4299 -0.5614 0.5614
0.3708 -0.3708 -0.6021 0.6021
-0.1203 0.1203 -0.6968 0.6968
0.4995 -0.4995 -0.5005 0.5005
0.1237 -0.1237 -0.6962 0.6962
0.3369 -0.3369 -0.6217 0.6217
0.4908 -0.4908 -0.509 0.509
0.2896 -0.2896 -0.6451 0.6451
0.6856 -0.6856 -0.1731 0.1731
0.6901 -0.6901 -0.1542 0.1542
-0.3456 0.3456 -0.6169 0.6169
0.6361 -0.6361 -0.3088 0.3088
0.4315 -0.4315 -0.5602 0.5602
0.7064 -0.7064 0.0313 -0.0313
0.7053 -0.7053 0.0503 -0.0503
-0.0446 0.0446 -0.7057 0.7057
0.7023 -0.7023 -0.0822 0.0822
0.5525 -0.5525 -0.4413 0.4413
-0.4234 0.4234 -0.5663 0.5663
0.078 -0.078 -0.7028 0.7028
-0.3468 0.3468 -0.6162 0.6162
0.7071 -0.7071 0.0031 -0.0031
0.7039 -0.7039 -0.0674 0.0674
-0.0319 0.0319 -0.7064 0.7064
0.7038 -0.7038 -0.0682 0.0682
0.7071 -0.7071 0.0007 -0.0007
0.6858 -0.6858 -0.1723 0.1723
-0.2353 0.2353 -0.6668 0.6668
0.625 -0.625 0.3307 -0.3307
-0.169 0.169 -0.6866 0.6866
-0.0873 0.0873 -0.7017 0.7017
-0.0462 0.0462 -0.7056 0.7056
0.6034 -0.6034 0.3687 -0.3687
0.2786 -0.2786 -0.6499 0.6499
0.7023 -0.7023 0.0823 -0.0823
0.6071 -0.6071 -0.3625 0.3625
0.0166 -0.0166 -0.7069 0.7069
0.6294 -0.6294 0.3223 -0.3223
0.7067 -0.7067 -0.0244 0.0244
0.6126 -0.6126 0.3531 -0.3531
0.6458 -0.6458 -0.288 0.288
0.7055 -0.7055 -0.0475 0.0475
0.6633 -0.6633 0.245 -0.245
0.1811 -0.1811 -0.6835 0.6835
0.6958 -0.6958 -0.126 0.126
0.0693 -0.0693 -0.7037 0.7037
-0.156 0.156 -0.6897 0.6897
0.6736 -0.6736 -0.2151 0.2151
0.3026 -0.3026 -0.6391 0.6391
0.0558 -0.0558 -0.7049 0.7049
0.7048 -0.7048 -0.0571 0.0571
0.6965 -0.6965 0.1221 -0.1221
0.1871 -0.1871 -0.6819 0.6819
0.6978 -0.6978 -0.1143 0.1143
0.6507 -0.6507 -0.2768 0.2768
-0.0814 0.0814 -0.7024 0.7024
