845 4
0.0014 0.7157 -0.1093 -0.6898
0.5192 -0.1332 0.4207 0.7319
0.6907 -0.1216 0.7111 -0.0505
0.7824 0.1502 0.4987 0.3415
-0.0189 -0.4159 -0.4951 0.7626
-0.2481 0.2715 -0.4843 -0.7939
0.1195 -0.8568 -0.2296 0.446
0.7856 0.1865 0.5896 0.0191
-0.0644 -0.5467 -0.6821 0.4814
0.674 0.2332 0.6632 0.2272
0.655 -0.1064 0.7351 -0.1387
0.5062 -0.1634 0.8216 -0.2049
0.58 0.3824 0.4565 -0.5558
0.7302 0.0596 0.5749 0.3644
-0.2725 0.6801 0.1632 -0.6608
-0.0707 -0.5547 0.1105 0.8216
0.5126 -0.0364 0.7639 0.3904
-0.2365 0.6677 0.2815 -0.6473
0.2469 -0.7202 0.6024 -0.2398
0.1875 0.3957 0.5646 -0.6996
0.7189 0.0792 0.6488 0.2366
0.8858 -0.0853 0.4388 -0.1245
-0.5677 0.4516 0.5387 -0.4285
-0.2519 0.6849 0.2199 -0.6474
0.7478 -0.2195 0.5622 0.2767
0.4342 -0.0256 0.8984 0.0605
0.0657 -0.4678 -0.0404 0.8805
0.3222 -0.5261 -0.1264 0.7768
-0.054 0.6377 0.2253 -0.7346
-0.0061 0.6256 -0.1281 -0.7695
-0.2623 -0.6084 -0.1567 0.7325
-0.4881 -0.5666 -0.4192 -0.5147
0.1764 -0.7755 -0.2091 0.569
0.8178 0.2335 0.4757 0.2245
0.3621 0.3944 0.7919 -0.2935
0.247 -0.8343 0.025 0.4923
0.4329 -0.3221 0.8273 0.1562
0.5172 -0.3163 0.7796 0.1571
-0.131 0.762 -0.4359 -0.4606
0.7639 0.1929 0.595 0.1585
0.1618 0.5067 -0.1359 -0.8358
-0.2589 0.5624 0.064 -0.7827
0.5403 -0.3483 0.4376 0.6287
0.0967 0.8266 -0.2884 -0.4736
0.2055 -0.8305 0.0763 0.512
0.3532 -0.3901 0.204 0.8255
0.0906 -0.7148 -0.2718 0.6379
0.4985 -0.5961 0.4899 0.395
0.3716 -0.8467 0.1963 0.3263
-0.5464 0.5147 0.0017 -0.6607
0.5451 0.186 0.796 -0.186
-0.4178 -0.4013 -0.3685 0.727
0.2563 -0.5507 0.4178 0.6756
-0.1839 -0.6511 -0.0994 0.7297
0.7576 0.2874 0.358 -0.4641
0.4437 -0.6968 0.1457 0.5444
-0.0217 -0.7147 0.4653 0.5218
0.3422 0.8567 0.1848 -0.3388
0.5818 -0.124 0.7642 -0.2493
0.096 -0.7457 -0.3421 0.5636
0.4322 -0.4437 0.7489 0.2355
0.6739 0.4842 0.1145 -0.5462
-0.7923 0.205 -0.5242 0.2355
0.5484 0.1684 0.7799 0.2504
-0.1313 0.4445 -0.7382 -0.4901
-0.4426 0.518 -0.1818 -0.709
0.155 0.596 -0.2083 -0.7599
0.208 -0.5521 -0.1284 0.7972
0.5115 0.5822 0.0959 -0.6247
0.6681 -0.2544 0.6645 -0.2175
-0.0674 -0.6266 -0.1523 0.7613
0.4965 -0.5284 0.5827 0.3671
-0.1682 0.5945 0.3445 -0.7068
0.6067 -0.0044 0.7386 -0.2939
-0.2268 0.6988 -0.5037 -0.4544
-0.043 -0.6827 -0.1768 0.7077
0.4717 0.0103 0.7524 0.4596
0.2238 0.5234 -0.2167 -0.7931
0.8296 0.371 0.4171 -0.0136
-0.4548 -0.7776 0.0223 0.4336
-0.3385 0.5988 -0.1063 -0.718
0.3745 -0.6387 0.0851 0.6668
-0.0102 0.7332 0.0391 -0.6788
0.7669 -0.0127 0.6276 -0.1338
-0.022 -0.5657 0.2527 0.7846
0.7051 -0.5079 0.2205 0.4431
0.042 0.5717 -0.4218 -0.7025
0.6423 -0.2036 0.6321 0.3827
0.8015 -0.1351 0.4861 -0.3209
0.4745 -0.2711 0.8329 0.0873
-0.354 -0.6705 0.0004 0.652
0.5859 0.0688 0.7568 -0.2815
0.8572 0.0026 0.4713 0.2078
0.7298 -0.1598 0.6607 -0.0729
-0.5811 0.5387 -0.1345 -0.595
0.3616 -0.5457 0.4029 0.6396
0.6661 -0.25 0.6495 -0.2682
0.2058 0.7065 0.5594 -0.3817
0.6831 -0.1071 0.6255 0.3615
-0.0656 0.6534 -0.2338 -0.717
0.5313 0.4744 -0.5278 -0.4626
0.3986 -0.3607 0.601 0.5915
0.5414 -0.4607 -0.5419 0.4483
-0.0398 -0.5276 -0.33 0.7818
0.0845 -0.7159 0.1813 0.669
0.5064 0.5553 0.1518 -0.642
0.7197 -0.301 0.606 -0.1555
-0.3602 -0.8018 -0.277 0.388
0.7745 0.1015 0.5633 0.2695
0.4471 -0.1787 0.712 0.5111
0.2111 -0.5499 -0.2552 0.7667
0.7044 -0.281 0.6452 -0.0933
0.5702 -0.0206 0.7832 0.2471
-0.0018 0.5713 0.3171 -0.757
0.2491 -0.7627 -0.2735 0.5306
